Fecha de cotización;Apertura;Cierre;Máximo;Mínimo;Promedio;Cantidad negociada;Monto negociado ($);Fecha anterior;Cierre anterior corregido
24/06/2025;219;218.65;219;218.5;218.76041277641278;2035;445177.44;23/06/2025;215.03
23/06/2025;215;215.03;218.1;215;215.93523186033826;1833;395809.28;20/06/2025;218.5
20/06/2025;217;218.5;218.5;217;217.79679926560587;4902;1067639.91;19/06/2025;216.82
19/06/2025;216.82;216.82;216.82;216;216.7166371681416;113;24488.98;18/06/2025;218
18/06/2025;220;218;220;216.8;219.0018642714571;2505;548599.67;17/06/2025;218.98
17/06/2025;219;218.98;219;217.85;218.6241193595342;2061;450584.31;16/06/2025;219
16/06/2025;217;219;220.54;217;219.88793261683372;8281;1820891.97;13/06/2025;216.6
13/06/2025;218;216.6;218;214.8;216.67744237102085;4555;986965.75;12/06/2025;218.2
12/06/2025;219;218.2;219.29;218;218.10496303362748;4193;914514.11;11/06/2025;218
11/06/2025;217;218;220;217;219.44538877098205;10366;2274770.9;10/06/2025;216.09
10/06/2025;214.75;216.09;216.4;214.75;215.23812853470434;1945;418638.16;09/06/2025;213.6
09/06/2025;213.42;213.6;214.6;213.35;213.98863414634147;2050;438676.7;06/06/2025;216.43
06/06/2025;215.8;216.43;216.5;215.55;216.27091895149144;3319;717803.18;05/06/2025;213.3
05/06/2025;211.35;213.3;215;211.35;213.07293364377182;859;183029.65;04/06/2025;213.2
04/06/2025;217;213.2;219;213;216.68444425560844;5884;1274971.27;03/06/2025;216.05
03/06/2025;210;216.05;217.3;210;216.25276556674643;17971;3886278.45;02/06/2025;214
02/06/2025;212.5;214;215.18;212.2;213.85009834961267;14845;3174604.71;30/05/2025;211
30/05/2025;208.08;211;211.64;208.08;209.8657998853211;3488;732011.91;29/05/2025;209.7
29/05/2025;208;209.7;210;207.65;209.41128903489505;52357;10964146.86;28/05/2025;208.5
28/05/2025;206.64;208.5;208.5;206.64;207.9555545156762;2137;444401.02;27/05/2025;207.3
27/05/2025;203.7;207.3;207.3;203.7;205.42405886909376;5164;1060809.84;23/05/2025;203.85
26/05/2025;;;;;;;;23/05/2025;203.85
23/05/2025;202.26;203.85;205.33;202;202.711202080524;10382;2104547.7;22/05/2025;204
22/05/2025;199.15;204;204;199.15;202.92545454545456;2761;560277.18;21/05/2025;200
21/05/2025;198.2;200;201;198.2;199.45770337364735;7855;1566740.26;20/05/2025;198
20/05/2025;194;198;198;194;195.36683116883117;2310;451297.38;19/05/2025;194
19/05/2025;195.5;194;198.06;194;195.52676033057853;1210;236587.38;16/05/2025;195.95
16/05/2025;208.6;206.8;208.6;205.8;206.5610984848485;2112;436257.04;15/05/2025;209.8
15/05/2025;209;209.8;210;208.1;209.02717630853996;726;151753.73;14/05/2025;206.75
14/05/2025;207.5;206.75;207.8;206.5;207.17033499791927;4806;995660.63;13/05/2025;207
13/05/2025;203.15;207;207;203.15;205.10875768100453;3743;767722.08;12/05/2025;203.27
12/05/2025;204.75;203.27;204.9;203;204.63063548102383;1133;231846.51;09/05/2025;205
09/05/2025;205.6;205;207.1;203.9;204.85811889973382;1127;230875.1;08/05/2025;204.1
08/05/2025;201.85;204.1;204.1;201.85;202.52256951777542;2841;575366.62;07/05/2025;200.7
07/05/2025;201.2;200.7;202;200.1;200.83382732051558;13887;2788979.36;06/05/2025;201.5
06/05/2025;201;201.5;202.71;200.75;201.0617793030623;3788;761622.02;05/05/2025;201
05/05/2025;200.68;201;202.4;200.68;201.55596431165057;19278;3885595.88;02/05/2025;199.5
02/05/2025;200.68;199.5;200.68;199.5;200.2088622754491;334;66869.76;30/04/2025;201
30/04/2025;197.3;201;201;197.3;199.22733819951338;2055;409412.18;29/04/2025;200.6
29/04/2025;200;200.6;201.8;200;200.41528648306428;3159;633111.89;28/04/2025;200
28/04/2025;198;200;200;198;198.58436182019977;4505;894622.55;25/04/2025;196.7
25/04/2025;195.6;196.7;197.17;195.6;196.29678517964072;2672;524505.01;24/04/2025;195
24/04/2025;193;195;195.13;193;194.76909722222223;576;112187;23/04/2025;192.5
23/04/2025;192.6;192.5;192.6;192.1;192.29824569254868;4469;859380.86;22/04/2025;190.44
22/04/2025;186.6;190.44;190.44;186.6;188.04916015625;512;96281.17;21/04/2025;184.7
21/04/2025;183.6;184.7;184.7;183.6;184.11726086956523;230;42346.97;16/04/2025;183.9
16/04/2025;185.4;183.9;186;183.9;185.38530405405407;592;109748.1;15/04/2025;186.6
15/04/2025;183.89;186.6;187.61;183.89;186.80090227325988;4267;797079.45;14/04/2025;184.5
14/04/2025;182.95;184.5;184.51;182;183.11516439721024;3011;551359.76;11/04/2025;178.57
11/04/2025;174;178.57;178.81;174;178.60046948356808;426;76083.8;10/04/2025;171.7
10/04/2025;175.01;171.7;175.01;169.2;173.2512288647343;3312;573808.07;09/04/2025;178.6
09/04/2025;169;178.6;179.3;168;174.2539857142857;700;121977.79;08/04/2025;170.15
08/04/2025;172;170.15;175.8;169.4;173.1617660738714;7310;1265812.51;07/04/2025;169
07/04/2025;173.1;169;180.3;169;171.0759813542689;2038;348652.85;04/04/2025;179.8
04/04/2025;178;179.8;180.99;176.5;179.63300362976406;1102;197955.57;03/04/2025;189.55
03/04/2025;189.56;189.55;191.5;189;190.60657282199068;4511;859826.25;02/04/2025;193
02/04/2025;191.15;193;193;191.15;192.56701149425285;261;50259.99;01/04/2025;191.6
01/04/2025;188.59;191.6;191.6;188.59;191.2994193548387;310;59302.82;31/03/2025;186
31/03/2025;186.2;186;187.63;185;185.90123909249564;573;106521.41;28/03/2025;187.7
28/03/2025;189.5;187.7;189.5;186.4;188.44305680793508;1109;208983.35;27/03/2025;191.01
27/03/2025;193;191.01;193;190.4;191.98582566585955;2065;396450.73;26/03/2025;192.4
26/03/2025;192.26;192.4;192.4;190.6;191.75181030332212;2077;398268.51;25/03/2025;197
25/03/2025;194.63;197;197;194.63;196.7788178913738;1565;307958.85;24/03/2025;192.05
24/03/2025;194.07;192.05;194.07;192.05;192.64065154312846;3791;730300.71;21/03/2025;192.01
21/03/2025;192.9;192.01;192.9;191.8;192.16400293255134;682;131055.85;20/03/2025;196.35
20/03/2025;193;196.35;196.9;193;194.97448898678417;2270;442592.09;19/03/2025;193.38
19/03/2025;188;193.38;193.38;188;190.98634128166916;4026;768911.01;18/03/2025;190.84
18/03/2025;190.95;190.84;191.58;190.8;191.03180089485457;1788;341564.86;17/03/2025;191.99
17/03/2025;190;191.99;191.99;190;190.85570734341255;1852;353464.77;14/03/2025;188.36
14/03/2025;186.45;188.36;188.36;186.45;187.79718005547608;148893;27961685.53;13/03/2025;184.22
13/03/2025;185;184.22;185.95;183.6;184.80962829117192;1937;357976.25;12/03/2025;183.7
12/03/2025;180.9;183.7;183.7;180.9;182.89380392156863;255;46637.92;11/03/2025;180.38
